E055	E056	E059	E061	E057	E058	E028	E027	E104	E095	E105	E065	E085	E084	E109	E106	E079	E094	gene_id	gene_name
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	Low	High	High	Low	Low	Low	Low	ENSG00000102678	FGF9
Low	High	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000102755	FLT1
High	High	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000102760	RGCC
High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000102781	KATNAL1
High	High	Low	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000102786	INTS6
Low	Low	High	High	Low	Low	High	Low	High	Low	Low	High	Low	Low	Low	Low	Low	High	ENSG00000102796	DHRS12
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000102802	MEDAG
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	Low	High	High	High	Low	High	ENSG00000102837	OLFM4
Low	Low	High	Low	High	High	Low	High	Low	Low	Low	Low	High	High	Low	Low	High	High	ENSG00000102854	MSLN
High	High	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	High	High	High	ENSG00000102886	GDPD3
Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	ENSG00000102893	PHKB
High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000102900	NUP93
Low	Low	Low	Low	High	Low	Low	Low	High	High	High	Low	High	High	High	Low	High	High	ENSG00000102934	PLLP
High	High	High	High	High	High	High	Low	High	High	High	Low	Low	Low	High	High	Low	High	ENSG00000102967	DHODH
Low	Low	Low	High	Low	Low	Low	High	High	High	High	Low	Low	Low	High	Low	High	Low	ENSG00000103034	NDRG4
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	High	High	Low	High	ENSG00000103043	VAC14
High	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000103044	HAS3
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000103056	SMPD3
High	Low	High	Low	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000103067	ESRP2
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000103091	WDR59
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000103175	WFDC1
High	High	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000103196	CRISPLD2
High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	ENSG00000103222	ABCC1
High	High	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	High	ENSG00000103241	FOXF1
High	Low	Low	High	Low	High	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000103351	CLUAP1
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	ENSG00000103381	CPPED1
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	Low	ENSG00000103404	USP31
High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	High	High	ENSG00000103449	SALL1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	High	Low	High	ENSG00000103534	TMC5
High	High	High	High	High	High	High	High	High	Low	Low	High	High	High	Low	Low	Low	High	ENSG00000103544	C16orf62
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000103647	CORO2B
High	High	High	High	Low	High	High	High	High	High	High	Low	High	High	Low	High	High	Low	ENSG00000103657	HERC1
High	Low	Low	High	High	High	High	High	Low	High	High	High	Low	Low	High	High	Low	High	ENSG00000103671	TRIP4
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000103710	RASL12
High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000103742	IGDCC4
High	High	High	High	High	High	High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	High	ENSG00000104064	GABPB1
High	High	Low	High	High	High	High	High	High	High	High	Low	High	High	Low	Low	High	Low	ENSG00000104067	TJP1
Low	Low	High	High	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000104081	BMF
Low	Low	High	High	Low	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000104093	DMXL2
High	High	High	Low	High	High	Low	High	Low	Low	High	High	Low	Low	Low	High	High	High	ENSG00000104129	DNAJC17
Low	Low	High	Low	High	High	High	High	Low	Low	Low	Low	High	Low	High	High	High	High	ENSG00000104140	RHOV
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000104147	OIP5
High	High	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	High	Low	High	Low	ENSG00000104154	SLC30A4
Low	Low	Low	High	Low	High	Low	High	High	High	High	High	High	High	Low	Low	Low	High	ENSG00000104177	MYEF2
High	High	Low	Low	High	High	High	Low	High	High	High	High	High	High	High	High	Low	High	ENSG00000104219	ZDHHC2
Low	Low	Low	Low	High	High	High	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000104267	CA2
Low	Low	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000104290	FZD3
High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000104299	INTS9
Low	Low	Low	High	Low	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000104343	UBE2W
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000104356	POP1
High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	High	High	ENSG00000104361	NIPAL2
Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000104413	ESRP1
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000104450	SPAG1
Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	Low	Low	Low	Low	High	High	ENSG00000104497	SNX16
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	ENSG00000104537	ANXA13
High	High	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000104611	SH2D4A
Low	High	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000104689	TNFRSF10A
High	High	Low	Low	High	High	High	High	High	Low	Low	Low	High	High	Low	High	High	High	ENSG00000104722	NEFM
High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000104723	TUSC3
High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000104728	ARHGEF10
High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	ENSG00000104731	KLHDC4
Low	Low	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	ENSG00000104783	KCNN4
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	High	ENSG00000104826	LHB
Low	Low	High	High	High	Low	Low	Low	High	Low	High	Low	Low	High	High	High	Low	Low	ENSG00000104833	TUBB4A
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000104848	KCNA7
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	Low	High	High	Low	High	ENSG00000104856	RELB
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	Low	Low	High	ENSG00000104879	CKM
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000104892	KLC3
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	High	High	High	ENSG00000104894	CD37
High	High	High	Low	Low	Low	High	High	Low	Low	Low	High	High	High	High	High	High	Low	ENSG00000104899	AMH
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000104918	RETN
High	High	High	High	High	High	Low	Low	High	Low	High	Low	Low	Low	High	High	High	High	ENSG00000104983	CCDC61
Low	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	High	Low	Low	ENSG00000104998	IL27RA
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000105011	ASF1B
Low	Low	High	High	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000105048	TNNT1
Low	High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000105085	MED26
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	High	High	High	High	ENSG00000105122	RASAL3
High	High	Low	Low	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000105146	AURKC
Low	High	High	High	High	High	High	Low	High	High	Low	Low	Low	Low	High	High	High	Low	ENSG00000105173	CCNE1
High	High	High	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	Low	High	High	ENSG00000105227	PRX
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	High	Low	High	ENSG00000105246	EBI3
High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000105255	FSD1
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000105289	TJP3
Low	High	High	Low	High	Low	High	Low	High	High	High	High	Low	High	High	Low	Low	High	ENSG00000105290	APLP1
High	High	High	High	High	Low	Low	High	Low	High	High	High	Low	Low	High	High	Low	High	ENSG00000105327	BBC3
High	High	Low	Low	Low	Low	High	Low	High	High	High	High	Low	Low	High	High	Low	High	ENSG00000105339	DENND3
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000105357	MYH14
Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	Low	Low	High	High	Low	High	ENSG00000105369	CD79A
Low	Low	High	Low	High	Low	Low	High	High	High	High	Low	High	High	Low	Low	High	High	ENSG00000105371	ICAM4
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	High	High	High	ENSG00000105374	NKG7
High	High	High	Low	High	Low	High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000105376	ICAM5
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000105388	CEACAM5
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	High	ENSG00000105398	SULT2A1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	High	Low	Low	Low	ENSG00000105409	ATP1A3
High	High	High	High	High	Low	Low	High	High	Low	High	Low	Low	Low	Low	Low	High	Low	ENSG00000105426	PTPRS
Low	Low	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	High	Low	ENSG00000105427	CNFN
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000105464	GRIN2D
Low	High	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000105483	CARD8
High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000105486	LIG1
High	High	High	High	Low	High	High	High	High	High	High	Low	High	High	Low	Low	High	Low	ENSG00000105497	ZNF175
High	Low	High	High	High	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	ENSG00000105516	DBP
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000105523	FAM83E
High	Low	High	High	High	High	Low	High	High	High	High	Low	Low	Low	High	High	High	High	ENSG00000105538	RASIP1
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000105609	LILRB5
Low	High	Low	Low	Low	Low	Low	High	High	Low	High	Low	High	High	High	High	High	High	ENSG00000105639	JAK3
Low	High	High	High	High	Low	Low	Low	High	High	High	Low	Low	High	High	High	High	High	ENSG00000105649	RAB3A
High	High	High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	High	High	High	ENSG00000105656	ELL
High	High	High	High	High	Low	Low	High	Low	Low	Low	Low	High	High	Low	Low	Low	High	ENSG00000105662	CRTC1
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	Low	Low	High	Low	High	Low	ENSG00000105664	COMP
High	High	High	High	High	Low	Low	Low	Low	Low	Low	High	Low	Low	High	Low	High	High	ENSG00000105672	ETV2
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	Low	Low	Low	ENSG00000105696	TMEM59L
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	High	ENSG00000105697	HAMP
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	Low	Low	Low	High	ENSG00000105708	ZNF14
High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	Low	High	High	High	High	ENSG00000105711	SCN1B
High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000105738	SIPA1L3
Low	Low	High	High	High	Low	High	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000105767	CADM4
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	Low	Low	Low	ENSG00000105810	CDK6
High	High	High	Low	High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	High	ENSG00000105825	TFPI2
Low	Low	High	High	Low	Low	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000105855	ITGB8
High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	ENSG00000105928	DFNA5
Low	Low	Low	Low	Low	Low	High	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000105963	ADAP1
High	High	Low	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000105971	CAV2
High	High	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000105976	MET
Low	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	Low	High	High	Low	ENSG00000105991	HOXA1
Low	Low	Low	High	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000105996	HOXA2
Low	Low	Low	Low	High	Low	Low	High	Low	Low	Low	Low	High	High	Low	High	Low	Low	ENSG00000105997	HOXA3
Low	High	High	High	High	High	High	High	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000106004	HOXA5
Low	High	Low	High	High	High	Low	High	Low	Low	Low	Low	High	High	Low	High	High	Low	ENSG00000106006	HOXA6
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	High	Low	Low	High	ENSG00000106025	TSPAN12
High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	ENSG00000106031	HOXA13
High	High	High	High	High	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000106049	HIBADH
Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	High	High	Low	Low	Low	Low	ENSG00000106066	CPVL
High	Low	High	High	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000106070	GRB10
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000106089	STX1A
High	High	High	High	High	Low	High	Low	High	High	High	Low	Low	Low	High	High	High	Low	ENSG00000106100	NOD1
High	High	Low	Low	High	Low	Low	Low	High	High	High	High	Low	High	High	High	High	High	ENSG00000106123	EPHB6
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000106178	CCL24
High	High	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	Low	ENSG00000106236	NPTX2
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000106258	CYP3A5
High	High	High	High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000106266	SNX8
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000106346	USP42
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000106384	MOGAT3
High	High	Low	High	High	High	High	High	Low	High	High	Low	High	High	High	Low	High	Low	ENSG00000106392	C1GALT1
Low	High	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000106399	RPA3
High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	High	High	Low	Low	ENSG00000106462	EZH2
High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000106477	CEP41
Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	High	High	High	ENSG00000106537	TSPAN13
Low	Low	High	High	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000106538	RARRES2
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	ENSG00000106541	AGR2
High	High	High	High	High	Low	High	High	High	High	High	High	Low	Low	High	High	Low	High	ENSG00000106554	CHCHD3
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000106560	GIMAP2
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	High	ENSG00000106565	TMEM176B
High	High	High	High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000106571	GLI3
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000106603	COA1
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	ENSG00000106605	BLVRA
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000106617	PRKAG2
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000106631	MYL7
High	High	High	High	High	Low	High	High	Low	High	Low	High	High	Low	High	High	High	High	ENSG00000106665	CLIP2
High	High	High	High	Low	High	High	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000106692	FKTN
Low	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	High	Low	Low	Low	High	High	Low	ENSG00000106772	PRUNE2
Low	Low	High	High	High	High	Low	Low	High	Low	Low	High	High	High	Low	Low	High	Low	ENSG00000106780	MEGF9
Low	Low	Low	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	High	Low	ENSG00000106789	CORO2A
Low	Low	Low	Low	Low	Low	Low	Low	High	Low	High	High	High	High	High	Low	High	Low	ENSG00000106809	OGN
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	Low	Low	Low	ENSG00000106819	ASPN
Low	Low	Low	Low	Low	Low	High	Low	High	High	High	Low	Low	Low	High	Low	Low	Low	ENSG00000106852	LHX6
High	High	High	High	High	High	Low	High	High	Low	Low	High	High	Low	High	High	High	High	ENSG00000106948	AKNA
High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	ENSG00000106976	DNM1
Low	Low	High	High	High	High	Low	Low	High	Low	Low	Low	Low	Low	High	Low	Low	Low	ENSG00000107020	PLGRKT
High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000107036	RIC1
Low	Low	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	Low	ENSG00000107104	KANK1
Low	Low	High	High	High	High	Low	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000107165	TYRP1
Low	Low	Low	High	Low	Low	Low	High	High	High	High	High	Low	High	Low	Low	Low	Low	ENSG00000107186	MPDZ
Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	Low	Low	High	Low	Low	ENSG00000107201	DDX58
Low	High	Low	Low	Low	Low	Low	High	High	High	High	High	Low	Low	High	High	High	High	ENSG00000107317	PTGDS
High	High	High	Low	High	High	Low	Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	ENSG00000107338	SHB
Low	Low	High	High	High	High	High	High	Low	High	Low	High	High	High	High	High	High	High	ENSG00000107362	ABHD17B
Low	Low	Low	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000107485	GATA3
Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000107551	RASSF4
High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	ENSG00000107554	DNMBP
Low	High	Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000107562	CXCL12
Low	Low	Low	High	Low	High	Low	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000107669	ATE1
High	High	Low	Low	Low	High	High	Low	High	High	High	Low	High	Low	High	High	High	Low	ENSG00000107731	UNC5B
Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	High	High	High	Low	ENSG00000107742	SPOCK2
High	High	High	High	High	Low	Low	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000107745	MICU1
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	Low	ENSG00000107771	CCSER2
High	High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	ENSG00000107789	MINPP1
High	High	High	High	High	High	High	Low	Low	Low	Low	High	High	High	High	High	Low	Low	ENSG00000107798	LIPA
High	High	High	Low	Low	Low	High	Low	High	High	High	High	High	High	High	High	High	High	ENSG00000107821	KAZALD1
High	High	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000107882	SUFU
Low	Low	Low	Low	Low	Low	High	High	High	High	High	High	Low	High	High	High	High	High	ENSG00000107968	MAP3K8
High	High	High	High	High	High	High	High	Low	High	High	Low	Low	High	Low	Low	High	High	ENSG00000107984	DKK1
High	High	High	High	High	Low	Low	Low	Low	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000108100	CCNY
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000108187	PBLD
Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	High	High	High	Low	High	High	ENSG00000108242	CYP2C18
Low	Low	Low	Low	Low	Low	High	High	Low	Low	Low	Low	High	High	High	Low	Low	High	ENSG00000108309	RUNDC3A
High	High	Low	Low	High	High	High	High	High	Low	Low	Low	Low	Low	High	High	High	High	ENSG00000108342	CSF3
Low	Low	Low	Low	High	High	Low	High	Low	Low	Low	Low	High	High	High	High	Low	Low	ENSG00000108375	RNF43
High	High	High	High	High	High	High	High	High	High	High	High	Low	Low	Low	Low	Low	High	ENSG00000108384	RAD51C
Low	Low	High	High	Low	Low	Low	Low	High	High	High	High	Low	High	Low	Low	Low	High	ENSG00000108387	SEPT4
High	Low	High	High	High	High	High	High	Low	High	Low	Low	Low	Low	Low	Low	Low	High	ENSG00000108395	TRIM37
High	Low	High	High	High	Low	High	High	High	High	Low	Low	Low	Low	Low	Low	High	Low	ENSG00000108448	TRIM16L
High	High	High	High	Low	High	High	High	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	ENSG00000108506	INTS2
Low	Low	High	High	Low	Low	Low	Low	Low	Low	Low	High	High	High	High	High	Low	High	ENSG00000108511	HOXB6
High	Low	High	High	Low	Low	High	Low	High	Low	High	Low	High	High	Low	Low	Low	High	ENSG00000108556	CHRNE
High	High	High	High	High	High	High	High	Low	Low	Low	High	High	Low	Low	Low	High	High	ENSG00000108599	AKAP10
